episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,counterfactual,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
1,-0.30624452,-0.1987346,0.029673938,-0.0896948,1,,1.0,-0.31021923,-0.0040502697,0.02788004,-0.37286988,"[18.28893, 18.46343]"
1,-0.31021923,-0.0040502697,0.02788004,-0.37286988,0,,1.0,-0.31030023,-0.19955696,0.020422645,-0.07152813,"[18.75256, 18.522108]"
1,-0.31030023,-0.19955696,0.020422645,-0.07152813,1,,1.0,-0.31429136,-0.0047336575,0.018992081,-0.3576983,"[18.338863, 18.51702]"
1,-0.31429136,-0.0047336575,0.018992081,-0.3576983,0,,1.0,-0.31438604,-0.20012039,0.011838116,-0.05908772,"[18.710278, 18.499098]"
1,-0.31438604,-0.20012039,0.011838116,-0.05908772,1,,1.0,-0.31838843,-0.005170158,0.0106563615,-0.34801224,"[18.395613, 18.551228]"
1,-0.31838843,-0.005170158,0.0106563615,-0.34801224,0,,1.0,-0.31849185,-0.20044205,0.0036961164,-0.051988143,"[18.679642, 18.498285]"
1,-0.31849185,-0.20044205,0.0036961164,-0.051988143,1,,1.0,-0.32250068,-0.005373285,0.0026563534,-0.34350264,"[18.433022, 18.557512]"
1,-0.32250068,-0.005373285,0.0026563534,-0.34350264,0,,1.0,-0.32260814,-0.20053293,-0.004213699,-0.049983233,"[18.665493, 18.490503]"
1,-0.32260814,-0.20053293,-0.004213699,-0.049983233,1,,1.0,-0.32661882,-0.0053508086,-0.0052133636,-0.34399262,"[18.4692, 18.566563]"
1,-0.32661882,-0.0053508086,-0.0052133636,-0.34399262,0,,1.0,-0.3267258,-0.2003982,-0.012093216,-0.05295823,"[18.670012, 18.474916]"
1,-0.3267258,-0.2003982,-0.012093216,-0.05295823,1,,1.0,-0.33073378,-0.005104962,-0.013152381,-0.349432,"[18.480642, 18.54943]"
1,-0.33073378,-0.005104962,-0.013152381,-0.349432,0,,1.0,-0.33083588,-0.2000374,-0.02014102,-0.060925305,"[18.657017, 18.41012]"
1,-0.33083588,-0.2000374,-0.02014102,-0.060925305,1,,1.0,-0.33483663,-0.0046325573,-0.021359527,-0.3598942,"[18.4737, 18.51986]"
1,-0.33483663,-0.0046325573,-0.021359527,-0.3598942,0,,1.0,-0.3349293,-0.19944447,-0.02855741,-0.0740222,"[18.632614, 18.300562]"
1,-0.3349293,-0.19944447,-0.02855741,-0.0740222,1,,1.0,-0.33891818,-0.0039250045,-0.030037856,-0.37557656,"[18.455494, 18.470783]"
1,-0.33891818,-0.0039250045,-0.030037856,-0.37557656,0,,1.0,-0.33899668,-0.19860771,-0.037549388,-0.09251404,"[18.59973, 18.148174]"
1,-0.33899668,-0.19860771,-0.037549388,-0.09251404,0,,1.0,-0.34296882,-0.3931719,-0.03939967,0.18808961,"[18.418497, 18.391003]"
1,-0.34296882,-0.3931719,-0.03939967,0.18808961,0,,1.0,-0.35083228,-0.58770865,-0.035637874,0.4680878,"[18.415842, 18.073969]"
1,-0.35083228,-0.58770865,-0.035637874,0.4680878,0,,1.0,-0.36258644,-0.7823095,-0.026276119,0.7493284,"[18.196926, 18.163395]"
1,-0.36258644,-0.7823095,-0.026276119,0.7493284,0,,1.0,-0.37823263,-0.9770593,-0.011289552,1.033628,"[18.305685, 18.195301]"
1,-0.37823263,-0.9770593,-0.011289552,1.033628,1,,1.0,-0.39777383,-0.78178906,0.009383008,0.7374222,"[18.204124, 18.325722]"
1,-0.39777383,-0.78178906,0.009383008,0.7374222,0,,1.0,-0.4134096,-0.97703934,0.024131453,1.0330433,"[18.366428, 18.2688]"
1,-0.4134096,-0.97703934,0.024131453,1.0330433,1,,1.0,-0.43295038,-0.78224653,0.044792317,0.7480331,"[18.114952, 18.495014]"
1,-0.43295038,-0.78224653,0.044792317,0.7480331,1,,1.0,-0.44859532,-0.58777016,0.05975298,0.4697757,"[18.202353, 18.455336]"
1,-0.44859532,-0.58777016,0.05975298,0.4697757,1,,1.0,-0.46035072,-0.39354098,0.069148496,0.19650875,"[17.951899, 18.387678]"
1,-0.46035072,-0.39354098,0.069148496,0.19650875,1,,1.0,-0.46822155,-0.19947274,0.07307867,-0.07358445,"[18.382685, 18.602043]"
1,-0.46822155,-0.19947274,0.07307867,-0.07358445,1,,1.0,-0.472211,-0.0054703993,0.07160698,-0.34234524,"[18.24585, 18.472853]"
1,-0.472211,-0.0054703993,0.07160698,-0.34234524,1,,1.0,-0.4723204,0.18856362,0.064760074,-0.6116159,"[18.472467, 18.564543]"
1,-0.4723204,0.18856362,0.064760074,-0.6116159,0,,1.0,-0.46854913,-0.007400826,0.052527755,-0.29925928,"[19.010551, 18.309023]"
1,-0.46854913,-0.007400826,0.052527755,-0.29925928,1,,1.0,-0.46869716,0.18693458,0.04654257,-0.57492423,"[18.50583, 18.668842]"
1,-0.46869716,0.18693458,0.04654257,-0.57492423,0,,1.0,-0.46495846,-0.008807896,0.035044085,-0.26794994,"[19.050806, 18.308685]"
1,-0.46495846,-0.008807896,0.035044085,-0.26794994,1,,1.0,-0.46513462,0.18579686,0.029685088,-0.54937696,"[18.540478, 18.699436]"
1,-0.46513462,0.18579686,0.029685088,-0.54937696,0,,1.0,-0.4614187,-0.009729228,0.018697547,-0.24749094,"[19.119535, 18.32278]"
1,-0.4614187,-0.009729228,0.018697547,-0.24749094,1,,1.0,-0.46161327,0.18512078,0.013747728,-0.5342181,"[18.561707, 18.698023]"
1,-0.46161327,0.18512078,0.013747728,-0.5342181,0,,1.0,-0.45791084,-0.010191791,0.0030633665,-0.23723523,"[19.188173, 18.32037]"
1,-0.45791084,-0.010191791,0.0030633665,-0.23723523,1,,1.0,-0.45811468,0.18488626,-0.001681338,-0.52895033,"[18.592102, 18.67756]"
1,-0.45811468,0.18488626,-0.001681338,-0.52895033,0,,1.0,-0.45441696,-0.010211996,-0.012260344,-0.23679765,"[19.23549, 18.272743]"
1,-0.45441696,-0.010211996,-0.012260344,-0.23679765,1,,1.0,-0.4546212,0.18508296,-0.016996296,-0.5333225,"[18.636992, 18.660686]"
1,-0.4546212,0.18508296,-0.016996296,-0.5333225,0,,1.0,-0.45091954,-0.009795893,-0.027662747,-0.24604313,"[19.208908, 18.142565]"
1,-0.45091954,-0.009795893,-0.027662747,-0.24604313,1,1.0,1.0,-0.45111546,0.18571,-0.03258361,-0.54732156,"[18.668028, 18.617744]"
1,-0.45111546,0.18571,-0.03258361,-0.54732156,0,,1.0,-0.44740126,-0.008939388,-0.04353004,-0.26508036,"[19.146158, 17.946903]"
1,-0.44740126,-0.008939388,-0.04353004,-0.26508036,0,,1.0,-0.44758004,-0.20341387,-0.04883165,0.013561252,"[18.739744, 18.596762]"
1,-0.44758004,-0.20341387,-0.04883165,0.013561252,0,,1.0,-0.45164832,-0.39780274,-0.048560422,0.29044616,"[18.604723, 18.52592]"
1,-0.45164832,-0.39780274,-0.048560422,0.29044616,0,,1.0,-0.45960438,-0.59219986,-0.0427515,0.5674269,"[18.821213, 18.427063]"
1,-0.45960438,-0.59219986,-0.0427515,0.5674269,0,,1.0,-0.47144836,-0.78669685,-0.03140296,0.8463408,"[18.59032, 18.422974]"
1,-0.47144836,-0.78669685,-0.03140296,0.8463408,0,,1.0,-0.48718232,-0.98137665,-0.014476147,1.1289855,"[18.69479, 18.565144]"
1,-0.48718232,-0.98137665,-0.014476147,1.1289855,1,,1.0,-0.50680983,-0.7860681,0.008103563,0.83179754,"[18.315186, 18.662195]"
1,-0.50680983,-0.7860681,0.008103563,0.83179754,1,,1.0,-0.5225312,-0.59105784,0.024739515,0.5416742,"[18.471352, 18.667225]"
1,-0.5225312,-0.59105784,0.024739515,0.5416742,1,,1.0,-0.53435236,-0.39629218,0.035573,0.25688776,"[18.286718, 18.590488]"
1,-0.53435236,-0.39629218,0.035573,0.25688776,1,,1.0,-0.54227823,-0.20169568,0.040710755,-0.024366051,"[18.462234, 18.738337]"
1,-0.54227823,-0.20169568,0.040710755,-0.024366051,1,,1.0,-0.5463121,-0.0071804854,0.04022343,-0.30393142,"[18.31317, 18.70461]"
1,-0.5463121,-0.0071804854,0.04022343,-0.30393142,1,,1.0,-0.54645574,0.18734583,0.034144804,-0.5836624,"[18.626123, 18.75181]"
1,-0.54645574,0.18734583,0.034144804,-0.5836624,0,,1.0,-0.5427088,-0.0082374,0.022471556,-0.2804219,"[19.26382, 18.2763]"
1,-0.5427088,-0.0082374,0.022471556,-0.2804219,1,,1.0,-0.54287356,0.1865569,0.016863117,-0.5659335,"[18.663353, 18.76029]"
1,-0.54287356,0.1865569,0.016863117,-0.5659335,0,,1.0,-0.53914243,-0.008797502,0.005544447,-0.26798606,"[19.290314, 18.23143]"
1,-0.53914243,-0.008797502,0.005544447,-0.26798606,1,,1.0,-0.5393184,0.18624489,0.00018472593,-0.5589151,"[18.697676, 18.74223]"
1,-0.5393184,0.18624489,0.00018472593,-0.5589151,0,,1.0,-0.53559345,-0.008879659,-0.010993576,-0.26617396,"[19.277658, 18.135492]"
1,-0.53559345,-0.008879659,-0.010993576,-0.26617396,0,,1.0,-0.5357711,-0.203843,-0.016317055,0.023021324,"[18.725517, 18.692154]"
1,-0.5357711,-0.203843,-0.016317055,0.023021324,1,,1.0,-0.5398479,-0.008490888,-0.01585663,-0.27476484,"[18.553715, 18.722889]"
1,-0.5398479,-0.008490888,-0.01585663,-0.27476484,0,,1.0,-0.5400177,-0.20338306,-0.021351924,0.012875014,"[18.735043, 18.648111]"
1,-0.5400177,-0.20338306,-0.021351924,0.012875014,1,,1.0,-0.5440854,-0.007961499,-0.021094425,-0.2864675,"[18.541864, 18.715025]"
1,-0.5440854,-0.007961499,-0.021094425,-0.2864675,0,,1.0,-0.54424465,-0.20277636,-0.026823774,-0.0005115097,"[18.778599, 18.588696]"
1,-0.54424465,-0.20277636,-0.026823774,-0.0005115097,1,,1.0,-0.54830015,-0.007280192,-0.026834005,-0.30153552,"[18.51569, 18.707458]"
1,-0.54830015,-0.007280192,-0.026834005,-0.30153552,0,,1.0,-0.54844576,-0.20200962,-0.032864716,-0.017434794,"[18.82448, 18.504616]"
1,-0.54844576,-0.20200962,-0.032864716,-0.017434794,1,,1.0,-0.55248594,-0.0064321323,-0.03321341,-0.32030308,"[18.487541, 18.694988]"
1,-0.55248594,-0.0064321323,-0.03321341,-0.32030308,0,,1.0,-0.5526146,-0.20106572,-0.039619472,-0.038276657,"[18.879263, 18.439909]"
1,-0.5526146,-0.20106572,-0.039619472,-0.038276657,1,,1.0,-0.5566359,-0.0053986846,-0.040385004,-0.34319198,"[18.454443, 18.655506]"
1,-0.5566359,-0.0053986846,-0.040385004,-0.34319198,0,,1.0,-0.55674386,-0.19992353,-0.047248844,-0.06351259,"[18.913767, 18.389015]"
1,-0.55674386,-0.19992353,-0.047248844,-0.06351259,1,,1.0,-0.5607424,-0.004157103,-0.048519097,-0.3707205,"[18.43494, 18.583233]"
1,-0.5607424,-0.004157103,-0.048519097,-0.3707205,0,,1.0,-0.5608255,-0.19855735,-0.055933505,-0.0937223,"[18.920311, 18.2805]"
1,-0.5608255,-0.19855735,-0.055933505,-0.0937223,1,,1.0,-0.5647966,-0.0026801792,-0.057807952,-0.40351444,"[18.401016, 18.455383]"
1,-0.5647966,-0.0026801792,-0.057807952,-0.40351444,0,,1.0,-0.5648503,-0.19693665,-0.06587824,-0.12960254,"[18.869556, 18.104494]"
1,-0.5648503,-0.19693665,-0.06587824,-0.12960254,0,,1.0,-0.568789,-0.39105606,-0.06847029,0.14159076,"[18.311977, 18.285763]"
1,-0.568789,-0.39105606,-0.06847029,0.14159076,0,,1.0,-0.5766101,-0.58513397,-0.065638475,0.41191098,"[18.617447, 17.996372]"
1,-0.5766101,-0.58513397,-0.065638475,0.41191098,0,,1.0,-0.5883128,-0.779267,-0.057400256,0.6831996,"[18.835817, 18.162846]"
1,-0.5883128,-0.779267,-0.057400256,0.6831996,0,,1.0,-0.6038981,-0.9735469,-0.043736268,0.95727307,"[18.475336, 18.172085]"
1,-0.6038981,-0.9735469,-0.043736268,0.95727307,0,,1.0,-0.62336904,-1.1680543,-0.024590805,1.2359008,"[18.537384, 18.448555]"
1,-0.62336904,-1.1680543,-0.024590805,1.2359008,1,,1.0,-0.6467301,-0.97262514,0.00012721126,0.9356167,"[18.242811, 18.604286]"
1,-0.6467301,-0.97262514,0.00012721126,0.9356167,1,,1.0,-0.66618264,-0.7775049,0.018839546,0.6429737,"[18.3741, 18.58883]"
1,-0.66618264,-0.7775049,0.018839546,0.6429737,1,,1.0,-0.6817328,-0.58265054,0.03169902,0.35628253,"[18.427746, 18.62627]"
1,-0.6817328,-0.58265054,0.03169902,0.35628253,1,,1.0,-0.6933858,-0.38799328,0.03882467,0.07376128,"[18.372467, 18.522669]"
1,-0.6933858,-0.38799328,0.03882467,0.07376128,1,,1.0,-0.70114565,-0.1934488,0.040299896,-0.20642394,"[18.355696, 18.402855]"
1,-0.70114565,-0.1934488,0.040299896,-0.20642394,1,,1.0,-0.7050146,0.0010743903,0.036171418,-0.48612684,"[18.229156, 18.53114]"
1,-0.7050146,0.0010743903,0.036171418,-0.48612684,0,,1.0,-0.7049931,-0.1945388,0.02644888,-0.1822669,"[18.82107, 18.12081]"
1,-0.7049931,-0.1945388,0.02644888,-0.1822669,1,,1.0,-0.7088839,0.00019490105,0.022803541,-0.46649024,"[18.26301, 18.60004]"
1,-0.7088839,0.00019490105,0.022803541,-0.46649024,0,,1.0,-0.70888,-0.1952417,0.013473737,-0.16670789,"[18.828545, 18.129734]"
1,-0.70888,-0.1952417,0.013473737,-0.16670789,1,,1.0,-0.7127848,-0.00031517955,0.010139579,-0.45510998,"[18.309385, 18.635996]"
1,-0.7127848,-0.00031517955,0.010139579,-0.45510998,0,,1.0,-0.71279114,-0.19557902,0.0010373796,-0.15924828,"[18.831053, 18.090227]"
1,-0.71279114,-0.19557902,0.0010373796,-0.15924828,1,,1.0,-0.7167027,-0.00047193543,-0.002147586,-0.45160377,"[18.349852, 18.639448]"
1,-0.7167027,-0.00047193543,-0.002147586,-0.45160377,0,,1.0,-0.7167122,-0.19556345,-0.011179661,-0.15959856,"[18.828194, 18.010706]"
1,-0.7167122,-0.19556345,-0.011179661,-0.15959856,1,,1.0,-0.72062343,-0.00028324177,-0.014371633,-0.4557873,"[18.377584, 18.614933]"
1,-0.72062343,-0.00028324177,-0.014371633,-0.4557873,0,,1.0,-0.7206291,-0.19519907,-0.023487378,-0.16766886,"[18.804285, 17.874773]"
1,-0.7206291,-0.19519907,-0.023487378,-0.16766886,1,,1.0,-0.7245331,0.00025106044,-0.026840756,-0.46766788,"[18.388088, 18.546366]"
1,-0.7245331,0.00025106044,-0.026840756,-0.46766788,0,,1.0,-0.7245281,-0.1944816,-0.036194112,-0.18356432,"[18.782501, 17.71146]"
1,-0.7245281,-0.1944816,-0.036194112,-0.18356432,1,,1.0,-0.7284177,0.0011390382,-0.0398654,-0.48744184,"[18.383057, 18.430994]"
1,-0.7284177,0.0011390382,-0.0398654,-0.48744184,0,,1.0,-0.7283949,-0.19339842,-0.049614236,-0.20758483,"[18.707767, 17.548311]"
1,-0.7283949,-0.19339842,-0.049614236,-0.20758483,0,,1.0,-0.73226285,-0.3877771,-0.053765934,0.0690438,"[18.325844, 18.233168]"
1,-0.73226285,-0.3877771,-0.053765934,0.0690438,0,,1.0,-0.7400184,-0.58208865,-0.05238506,0.34429038,"[18.393364, 18.073433]"
1,-0.7400184,-0.58208865,-0.05238506,0.34429038,0,,1.0,-0.75166017,-0.77642775,-0.04549925,0.620005,"[18.683317, 18.27529]"
1,-0.75166017,-0.77642775,-0.04549925,0.620005,0,,1.0,-0.7671887,-0.9708857,-0.033099152,0.8980179,"[18.80622, 18.525444]"
1,-0.7671887,-0.9708857,-0.033099152,0.8980179,1,,1.0,-0.78660643,-0.77533114,-0.015138793,0.5951173,"[18.447258, 18.494865]"
1,-0.78660643,-0.77533114,-0.015138793,0.5951173,0,,1.0,-0.80211306,-0.970238,-0.0032364472,0.8829934,"[18.608454, 18.504776]"
1,-0.80211306,-0.970238,-0.0032364472,0.8829934,1,,1.0,-0.8215178,-0.7750722,0.014423421,0.5892948,"[18.231745, 18.530077]"
1,-0.8215178,-0.7750722,0.014423421,0.5892948,1,,1.0,-0.83701926,-0.58015513,0.026209317,0.30118996,"[18.277382, 18.476429]"
1,-0.83701926,-0.58015513,0.026209317,0.30118996,1,,1.0,-0.8486224,-0.3854164,0.032233115,0.016886782,"[18.330267, 18.376303]"
1,-0.8486224,-0.3854164,0.032233115,0.016886782,1,,1.0,-0.8563307,-0.19077116,0.03257085,-0.2654545,"[18.312855, 18.58646]"
1,-0.8563307,-0.19077116,0.03257085,-0.2654545,1,,1.0,-0.8601461,0.0038711473,0.027261762,-0.54768896,"[18.337164, 18.5455]"
1,-0.8601461,0.0038711473,0.027261762,-0.54768896,0,,1.0,-0.8600687,-0.19162297,0.016307982,-0.24654277,"[18.771147, 17.845005]"
1,-0.8600687,-0.19162297,0.016307982,-0.24654277,1,,1.0,-0.86390114,0.0032623091,0.011377127,-0.5340375,"[18.368235, 18.54697]"
1,-0.86390114,0.0032623091,0.011377127,-0.5340375,0,,1.0,-0.86383593,-0.19201778,0.00069637754,-0.23779151,"[18.77807, 17.770271]"
1,-0.86383593,-0.19201778,0.00069637754,-0.23779151,1,,1.0,-0.86767626,0.003094218,-0.0040594526,-0.5302547,"[18.371744, 18.501738]"
1,-0.86767626,0.003094218,-0.0040594526,-0.5302547,0,,1.0,-0.8676144,-0.1919704,-0.014664547,-0.23885366,"[18.770359, 17.656368]"
1,-0.8676144,-0.1919704,-0.014664547,-0.23885366,1,,1.0,-0.8714538,0.0033579487,-0.01944162,-0.5361259,"[18.350855, 18.407818]"
1,-0.8714538,0.0033579487,-0.01944162,-0.5361259,0,,1.0,-0.87138665,-0.19148532,-0.030164137,-0.24963172,"[18.713264, 17.434347]"
1,-0.87138665,-0.19148532,-0.030164137,-0.24963172,0,,1.0,-0.87521636,-0.3861638,-0.03515677,0.03338627,"[18.304186, 18.25403]"
